Date,Time,Current  (A),Voltage  (mV),     P = I* V
04-11-22,16:00:52,2.97,5.93,17.6121
04-11-22,16:01:55,3.1,5.78,17.918
04-11-22,16:02:57,2.77,6.07,16.8139
04-11-22,16:04:00,2.71,6.22,16.8562
04-11-22,16:05:03,2.93,6.01,17.6093
04-11-22,16:06:05,2.89,5.86,16.9354
04-11-22,16:07:08,3.13,6.24,19.5312
04-11-22,16:08:10,2.93,5.78,16.9354
04-11-22,16:09:13,2.91,5.96,17.3436
04-11-22,16:10:16,2.73,6.13,16.7349
04-11-22,16:11:19,2.64,6.23,16.4472
04-11-22,16:12:21,2.7,5.85,15.795
04-11-22,16:13:24,3.05,5.91,18.0255
04-11-22,16:14:26,2.65,5.94,15.741
04-11-22,16:15:29,3.01,5.89,17.7289
04-11-22,16:16:31,3.01,6,18.06
04-11-22,16:17:34,2.88,5.85,16.848
04-11-22,16:18:37,2.87,5.81,16.6747
04-11-22,16:19:39,3,5.91,17.73
04-11-22,16:20:42,3.14,5.99,18.8086
04-11-22,16:21:44,2.69,5.84,15.7096
04-11-22,16:22:47,2.68,5.82,15.5976
04-11-22,16:23:49,2.83,5.86,16.5838
04-11-22,16:24:52,3.05,6.11,18.6355
04-11-22,16:25:55,2.7,5.9,15.93
04-11-22,16:26:57,2.66,5.96,15.8536
04-11-22,16:28:00,3.1,6.21,19.251
04-11-22,16:29:02,2.91,6.16,17.9256
04-11-22,16:30:05,2.86,5.93,16.9598
04-11-22,16:31:08,2.98,6.14,18.2972
04-11-22,16:32:10,2.67,6.19,16.5273
04-11-22,16:33:13,2.84,6.11,17.3524
04-11-22,16:34:15,2.84,6.24,17.7216
04-11-22,16:35:18,3.02,6.15,18.573
04-11-22,16:36:20,2.88,5.91,17.0208
04-11-22,16:37:23,3.06,5.95,18.207
04-11-22,16:38:25,2.74,5.97,16.3578
04-11-22,16:39:28,3.08,6.11,18.8188
04-11-22,16:40:31,2.89,5.98,17.2822
04-11-22,16:41:33,2.71,6.03,16.3413
04-11-22,16:42:36,2.83,5.93,16.7819
04-11-22,16:43:39,2.73,6.19,16.8987
04-11-22,16:44:41,2.75,5.9,16.225
04-11-22,16:45:44,2.77,6.02,16.6754
04-11-22,16:46:47,2.78,6.14,17.0692
04-11-22,16:47:50,2.89,5.79,16.7331
04-11-22,16:48:53,3.1,5.77,17.887
04-11-22,16:49:55,2.73,5.83,15.9159
04-11-22,16:50:59,2.89,6.16,17.8024
04-11-22,16:52:01,2.76,6,16.56
04-11-22,16:53:04,2.7,5.78,15.606
04-11-22,16:54:06,2.71,5.91,16.0161
04-11-22,16:55:09,2.8,6.06,16.968
04-11-22,16:56:12,2.79,6.04,16.8516
04-11-22,16:57:15,3,6.21,18.63
04-11-22,16:58:17,3.08,5.87,18.0796
04-11-22,16:59:20,2.88,5.87,16.9056
04-11-22,17:00:22,3.14,6.05,18.997
04-11-22,17:01:25,2.83,6.18,17.4894
04-11-22,17:02:28,2.91,5.98,17.4018
04-11-22,17:03:30,3.01,6.1,18.361
04-11-22,17:04:33,3.02,6,18.12
04-11-22,17:05:35,2.7,6.13,16.551
04-11-22,17:06:38,2.75,5.89,16.1975
04-11-22,17:07:41,2.81,6.18,17.3658
04-11-22,17:08:44,3.01,6.24,18.7824
04-11-22,17:09:46,2.7,5.81,15.687
04-11-22,17:10:49,2.78,5.85,16.263
04-11-22,17:11:52,3.15,5.84,18.396
04-11-22,17:12:54,2.81,6,16.86
04-11-22,17:13:57,2.84,5.92,16.8128
04-11-22,17:14:59,2.87,6.22,17.8514
04-11-22,17:16:02,3.06,6.12,18.7272
04-11-22,17:17:04,3.03,5.86,17.7558
04-11-22,17:18:07,3.05,6.21,18.9405
04-11-22,17:19:09,2.84,5.81,16.5004
04-11-22,17:20:12,3.08,5.86,18.0488
04-11-22,17:21:15,3.15,5.9,18.585
04-11-22,17:22:17,2.73,5.84,15.9432
04-11-22,17:23:20,2.73,5.84,15.9432
04-11-22,17:24:22,2.97,6.14,18.2358
04-11-22,17:25:25,3.01,6.13,18.4513
04-11-22,17:26:27,2.76,6,16.56
04-11-22,17:27:30,3.15,6.24,19.656
04-11-22,17:28:32,3.08,6.11,18.8188
04-11-22,17:29:35,3.14,5.88,18.4632
04-11-22,17:30:38,2.94,5.88,17.2872
04-11-22,17:31:40,3.03,6.05,18.3315
04-11-22,17:32:43,2.97,6.22,18.4734
04-11-22,17:33:45,2.98,6.18,18.4164
04-11-22,17:34:48,2.96,6.13,18.1448
04-11-22,17:35:51,2.85,6.04,17.214
04-11-22,17:36:53,2.92,5.92,17.2864
04-11-22,17:37:56,2.86,6.01,17.1886
04-11-22,17:38:59,2.87,5.87,16.8469
04-11-22,17:40:01,2.74,6.04,16.5496
04-11-22,17:41:04,2.93,6.03,17.6679
04-11-22,17:42:06,2.98,5.78,17.2244
04-11-22,17:43:09,2.97,5.86,17.4042
04-11-22,17:44:11,3.15,5.87,18.4905
04-11-22,17:45:14,2.7,5.98,16.146
04-11-22,17:46:16,3.05,6.07,18.5135
04-11-22,17:47:19,3.16,6.14,19.4024
04-11-22,17:48:22,3.13,6,18.78
04-11-22,17:49:24,2.9,6.01,17.429
04-11-22,17:50:26,2.71,5.84,15.8264
04-11-22,17:51:29,2.94,6.03,17.7282
04-11-22,17:52:31,2.87,5.82,16.7034
04-11-22,17:53:34,3.07,6.12,18.7884
04-11-22,17:54:37,2.73,5.9,16.107
04-11-22,17:55:39,2.96,6.2,18.352
04-11-22,17:56:42,3.12,5.83,18.1896
04-11-22,17:57:44,2.66,6.23,16.5718
04-11-22,17:58:47,2.76,5.86,16.1736
04-11-22,17:59:50,3.15,5.97,18.8055
04-11-22,18:00:52,2.97,6.03,17.9091
04-11-22,18:01:55,2.82,5.97,16.8354
04-11-22,18:02:57,2.95,5.9,17.405
04-11-22,18:04:00,2.96,6.13,18.1448
04-11-22,18:05:03,2.81,5.92,16.6352
04-11-22,18:06:05,3.13,5.81,18.1853
04-11-22,18:07:08,2.9,6.09,17.661
04-11-22,18:08:11,3.07,6.02,18.4814
04-11-22,18:09:14,2.88,6.03,17.3664
04-11-22,18:10:16,3.04,6.07,18.4528
04-11-22,18:11:19,2.83,6.16,17.4328
04-11-22,18:12:21,2.83,6.23,17.6309
04-11-22,18:13:24,2.94,6.02,17.6988
04-11-22,18:14:27,3.06,6.11,18.6966
04-11-22,18:15:30,3,5.82,17.46
04-11-22,18:16:32,2.89,5.91,17.0799
04-11-22,18:17:35,2.74,5.79,15.8646
04-11-22,18:18:37,3.09,5.9,18.231
04-11-22,18:19:40,3.06,6.14,18.7884
04-11-22,18:20:43,3.1,6.1,18.91
04-11-22,18:21:45,2.81,6.08,17.0848
04-11-22,18:22:48,3.11,5.93,18.4423
04-11-22,18:23:51,3.08,5.89,18.1412
04-11-22,18:24:54,2.81,5.96,16.7476
04-11-22,18:25:56,3.01,6.08,18.3008
04-11-22,18:26:59,3.04,6.06,18.4224
04-11-22,18:28:02,2.85,6.08,17.328
04-11-22,18:29:04,2.69,6.02,16.1938
04-11-22,18:30:07,3.09,6.08,18.7872
04-11-22,18:31:09,3.14,6.12,19.2168
04-11-22,18:32:12,3.07,6.16,18.9112
04-11-22,18:33:14,2.83,6.05,17.1215
04-11-22,18:34:17,3.01,5.8,17.458
04-11-22,18:35:20,2.69,6.02,16.1938
04-11-22,18:36:23,3.09,6.18,19.0962
04-11-22,18:37:26,3.07,5.8,17.806
04-12-22,18:38:29,2.9,6.19,17.951
04-12-22,18:39:32,2.81,6.18,17.3658
04-12-22,18:40:34,2.8,5.98,16.744
04-12-22,18:41:37,2.76,6.16,17.0016
04-12-22,18:42:39,2.82,5.95,16.779
04-12-22,18:43:42,2.94,6.03,17.7282
04-12-22,18:44:44,2.91,5.91,17.1981
04-12-22,18:45:47,2.66,6.1,16.226
04-12-22,18:46:50,2.98,5.99,17.8502
04-12-22,18:47:52,2.94,6.23,18.3162
04-12-22,18:48:55,2.68,6.02,16.1336
04-12-22,18:49:57,2.95,5.87,17.3165
04-12-22,18:51:00,2.73,5.81,15.8613
04-12-22,18:52:03,3.05,5.86,17.873
04-12-22,18:53:05,3.13,6.2,19.406
04-12-22,18:54:08,2.75,6.14,16.885
04-12-22,18:55:10,3.1,5.9,18.29
04-12-22,18:56:13,3.05,5.85,17.8425
04-12-22,18:57:16,2.88,5.93,17.0784
04-12-22,18:58:18,2.85,6.09,17.3565
04-12-22,18:59:21,3.12,5.88,18.3456
04-12-22,19:00:23,2.86,6.04,17.2744
04-12-22,19:01:26,2.93,5.91,17.3163
04-12-22,19:02:28,3.03,5.85,17.7255
04-12-22,19:03:31,3.17,5.76,18.2592
04-12-22,19:04:33,2.75,6.09,16.7475
04-12-22,19:05:36,2.97,5.92,17.5824
04-12-22,19:06:39,3.17,5.81,18.4177
04-12-22,19:07:43,3.02,5.89,17.7878
04-12-22,19:08:46,2.7,6,16.2
04-12-22,19:09:48,2.87,6.05,17.3635
04-12-22,19:10:51,3.06,5.99,18.3294
04-12-22,19:11:54,2.91,6.16,17.9256
04-12-22,19:12:57,3.01,6.04,18.1804
04-12-22,19:13:59,2.66,5.84,15.5344
04-12-22,19:15:02,3,5.98,17.94
04-12-22,19:16:04,2.9,5.87,17.023
04-12-22,19:17:07,2.66,5.83,15.5078
04-12-22,19:18:10,3.16,6.04,19.0864
04-12-22,19:19:12,2.91,5.79,16.8489
04-12-22,19:20:15,2.82,6.24,17.5968
04-12-22,19:21:18,3.13,5.8,18.154
04-12-22,19:22:20,2.88,5.9,16.992
04-12-22,19:23:23,2.69,5.97,16.0593
04-12-22,19:24:26,3.01,6.19,18.6319
04-12-22,19:25:28,2.89,6.01,17.3689
04-12-22,19:26:31,2.91,6.02,17.5182
04-12-22,19:27:34,2.7,5.82,15.714
04-12-22,19:28:36,2.88,6.23,17.9424
04-12-22,19:29:39,3.04,5.98,18.1792
04-12-22,19:30:41,2.99,5.87,17.5513
04-12-22,19:31:43,2.96,6.03,17.8488
04-12-22,19:32:46,3.13,6.06,18.9678
04-12-22,19:33:49,3.1,6.07,18.817
04-12-22,19:34:51,2.67,6,16.02
04-12-22,19:35:54,2.89,6.03,17.4267
04-12-22,19:36:56,3.02,5.86,17.6972
04-12-22,19:37:59,2.92,6.04,17.6368
04-12-22,19:39:02,2.66,6.23,16.5718
04-12-22,19:40:05,3.16,6.24,19.7184
04-12-22,19:41:07,2.89,6.17,17.8313
04-12-22,19:42:10,2.77,6.07,16.8139
04-12-22,19:43:12,2.85,5.97,17.0145
04-12-22,19:44:15,2.75,6.22,17.105
04-12-22,19:45:17,3.05,5.97,18.2085
04-12-22,19:46:20,2.99,5.91,17.6709
04-12-22,19:47:23,2.88,5.94,17.1072
04-12-22,19:48:26,2.91,5.9,17.169
04-12-22,19:49:28,3.08,6.07,18.6956
04-12-22,19:50:31,2.77,6.12,16.9524
04-12-22,19:51:33,2.94,6.02,17.6988
04-12-22,19:52:36,2.92,5.83,17.0236
04-12-22,19:53:39,3.04,5.76,17.5104
04-12-22,19:54:41,2.73,6.12,16.7076
04-12-22,19:55:44,2.78,5.86,16.2908
04-12-22,19:56:46,2.89,5.94,17.1666
04-12-22,19:57:49,2.73,6.02,16.4346
04-12-22,19:58:52,2.7,6.2,16.74
04-12-22,19:59:54,2.88,6.19,17.8272
04-12-22,20:00:57,2.83,6.2,17.546
04-12-22,20:02:00,2.75,5.94,16.335
04-12-22,20:03:02,2.8,6.21,17.388
04-12-22,20:04:05,3.04,5.88,17.8752
04-12-22,20:05:08,3.11,6.22,19.3442
04-12-22,20:06:10,2.87,6.16,17.6792
04-12-22,20:07:13,2.88,6.16,17.7408
04-12-22,20:08:15,2.9,6.12,17.748
04-12-22,20:09:18,2.76,5.86,16.1736
04-12-22,20:10:21,2.92,6.04,17.6368
04-12-22,20:11:23,2.72,6.06,16.4832
04-12-22,20:12:26,3.05,5.92,18.056
04-12-22,20:13:29,3.01,5.86,17.6386
04-12-22,20:14:32,3.12,5.89,18.3768
04-12-22,20:15:34,2.65,5.89,15.6085
04-12-22,20:16:37,3.09,5.79,17.8911
04-12-22,20:17:39,3.15,5.83,18.3645
04-12-22,20:18:41,3,5.98,17.94
04-12-22,20:19:44,3.16,5.85,18.486
04-12-22,20:20:47,2.77,6.16,17.0632
04-12-22,20:21:50,2.65,5.81,15.3965
04-12-22,20:22:52,2.77,6.11,16.9247
04-12-22,20:23:55,2.94,6.04,17.7576
04-12-22,20:24:58,2.91,5.92,17.2272
04-12-22,20:26:01,2.92,5.81,16.9652
04-12-22,20:27:03,2.72,5.78,15.7216
04-12-22,20:28:05,2.9,5.83,16.907
04-12-22,20:29:08,2.71,5.92,16.0432
04-12-22,20:30:10,2.89,6.12,17.6868
04-12-22,20:31:13,2.79,5.77,16.0983
04-12-22,20:32:16,2.79,6.19,17.2701
04-12-22,20:33:18,2.85,6.06,17.271
04-12-22,20:34:21,3.09,6.23,19.2507
04-12-22,20:35:24,2.84,5.92,16.8128
04-12-22,20:36:27,2.81,6.09,17.1129
04-12-22,20:37:30,3.09,6.05,18.6945
04-12-22,20:38:32,2.71,5.81,15.7451
04-12-22,20:39:35,3.02,6.19,18.6938
04-12-22,20:40:37,2.81,6.1,17.141
04-12-22,20:41:40,3.12,5.95,18.564
04-12-22,20:42:43,3.14,5.78,18.1492
04-12-22,20:43:45,3.14,6.21,19.4994
04-12-22,20:44:48,3.02,6.14,18.5428
04-12-22,20:45:51,2.71,5.95,16.1245
04-12-22,20:46:53,3.03,6.1,18.483
04-12-22,20:47:56,2.99,5.8,17.342
04-12-22,20:48:58,2.66,6.04,16.0664
04-12-22,20:50:01,3.15,5.8,18.27
04-12-22,20:51:03,2.98,5.79,17.2542
04-12-22,20:52:06,2.7,6.21,16.767
04-12-22,20:53:08,2.65,5.86,15.529
04-12-22,20:54:11,2.9,5.99,17.371
04-12-22,20:55:13,2.67,6.17,16.4739
04-12-22,20:56:16,2.96,5.83,17.2568
04-12-22,20:57:19,2.87,5.77,16.5599
04-12-22,20:58:22,2.87,5.76,16.5312
04-12-22,20:59:24,2.79,6.04,16.8516
04-12-22,21:00:27,3.03,5.91,17.9073
04-12-22,21:01:30,2.74,6.22,17.0428
04-12-22,21:02:32,3.12,6,18.72
04-12-22,21:03:35,2.71,6.19,16.7749
04-12-22,21:04:38,2.9,6.01,17.429
04-12-22,21:05:40,2.96,6.22,18.4112
04-12-22,21:06:43,2.74,5.99,16.4126
04-12-22,21:07:46,2.95,6.07,17.9065
04-12-22,21:08:48,3.06,6.16,18.8496
04-12-22,21:09:51,2.92,6.22,18.1624
04-12-22,21:10:53,2.83,6.09,17.2347
04-12-22,21:11:56,3.08,5.77,17.7716
04-12-22,21:12:59,2.81,6.23,17.5063
04-12-22,21:14:01,3.12,5.91,18.4392
04-12-22,21:15:03,2.94,6.04,17.7576
04-12-22,21:16:06,2.74,6.12,16.7688
04-12-22,21:17:09,3.03,5.79,17.5437
04-12-22,21:18:11,3.16,5.89,18.6124
04-12-22,21:19:14,3.08,5.83,17.9564
04-12-22,21:20:16,2.7,5.93,16.011
04-12-22,21:21:19,2.85,5.98,17.043
04-12-22,21:22:21,3.14,5.86,18.4004
04-12-22,21:23:24,2.87,6.12,17.5644
04-12-22,21:24:27,2.75,6.21,17.0775
04-12-22,21:25:29,2.96,5.93,17.5528
04-12-22,21:26:32,3.12,5.77,18.0024
04-12-22,21:27:35,3.14,6.22,19.5308
04-12-22,21:28:38,2.92,6.03,17.6076
04-12-22,21:29:41,2.81,6.22,17.4782
04-12-22,21:30:44,2.98,5.88,17.5224
04-12-22,21:31:46,2.74,6.04,16.5496
04-12-22,21:32:49,2.89,5.83,16.8487
04-12-22,21:33:52,2.94,5.87,17.2578
04-12-22,21:34:54,2.68,5.97,15.9996
04-12-22,21:35:57,2.85,5.99,17.0715
04-12-22,21:36:59,2.81,5.98,16.8038
04-12-22,21:38:02,2.83,5.85,16.5555
04-12-22,21:39:04,2.69,5.97,16.0593
04-12-22,21:40:07,2.89,6.11,17.6579
04-12-22,21:41:09,2.76,6.13,16.9188
04-12-22,21:42:12,3,6.08,18.24
04-12-22,21:43:15,2.89,5.98,17.2822
04-12-22,21:44:17,3.17,6.22,19.7174
04-12-22,21:45:20,2.85,5.86,16.701
04-12-22,21:46:22,3.16,6.17,19.4972
04-12-22,21:47:25,2.68,6.03,16.1604
04-12-22,21:48:28,3.04,5.85,17.784
04-12-22,21:49:30,2.71,5.89,15.9619
04-12-22,21:50:33,2.74,6.18,16.9332
04-12-22,21:51:36,2.95,6.07,17.9065
04-12-22,21:52:38,2.7,6.15,16.605
04-12-22,21:53:41,3.03,5.78,17.5134
04-12-22,21:54:43,2.89,6.2,17.918
04-12-22,21:55:46,3.11,5.88,18.2868
04-12-22,21:56:49,2.73,6.13,16.7349
04-12-22,21:57:52,2.83,5.89,16.6687
04-12-22,21:58:55,3.05,5.85,17.8425
04-12-22,21:59:57,3.17,6.23,19.7491
04-12-22,22:01:00,2.93,6.19,18.1367
04-12-22,22:02:02,2.79,5.91,16.4889
04-12-22,22:03:05,2.83,5.83,16.4989
04-12-22,22:04:07,3.05,5.83,17.7815
04-12-22,22:05:10,2.98,5.77,17.1946
04-12-22,22:06:12,2.88,6.22,17.9136
04-12-22,22:07:15,3,6.23,18.69
04-12-22,22:08:18,2.85,5.8,16.53
04-12-22,22:09:21,3.06,5.94,18.1764
04-12-22,22:10:23,2.77,6.08,16.8416
04-12-22,22:11:26,3.07,5.82,17.8674
04-12-22,22:12:28,3.13,6.03,18.8739
04-12-22,22:13:31,2.9,5.89,17.081
04-12-22,22:14:34,2.78,6.15,17.097
04-12-22,22:15:36,2.65,5.87,15.5555
04-12-22,22:16:39,3.04,5.86,17.8144
04-12-22,22:17:41,2.82,6.13,17.2866
04-12-22,22:18:44,3.16,5.87,18.5492
04-12-22,22:19:47,2.95,5.87,17.3165
04-12-22,22:20:49,2.97,6.16,18.2952
04-12-22,22:21:52,2.94,5.97,17.5518
04-12-22,22:22:54,2.75,5.96,16.39
04-12-22,22:23:57,2.9,6.01,17.429
04-12-22,22:24:59,3.09,5.76,17.7984
04-12-22,22:26:02,3.05,6.08,18.544
04-12-22,22:27:05,2.88,6.16,17.7408
04-12-22,22:28:07,2.88,5.92,17.0496
04-12-22,22:29:10,2.7,6.16,16.632
04-12-22,22:30:13,2.87,6.13,17.5931
04-12-22,22:31:15,3.08,5.79,17.8332
04-12-22,22:32:18,3.15,5.97,18.8055
04-12-22,22:33:20,2.64,5.88,15.5232
04-12-22,22:34:23,2.9,6.11,17.719
04-12-22,22:35:26,2.97,6.13,18.2061
04-12-22,22:36:28,2.82,6.2,17.484
04-12-22,22:37:31,2.68,6.21,16.6428
04-12-22,22:38:33,2.99,6.06,18.1194
04-12-22,22:39:36,2.99,5.98,17.8802
04-12-22,22:40:38,3.09,5.76,17.7984
04-12-22,22:41:41,3.02,5.95,17.969
04-12-22,22:42:43,3.02,5.92,17.8784
04-12-22,22:43:46,3.12,6.09,19.0008
04-12-22,22:44:48,2.66,5.97,15.8802
04-12-22,22:45:51,2.82,6.17,17.3994
04-12-22,22:46:53,2.93,5.8,16.994
04-12-22,22:47:56,2.88,6.23,17.9424
04-12-22,22:48:58,3.04,5.92,17.9968
04-12-22,22:50:01,2.64,5.95,15.708
04-12-22,22:51:04,2.82,5.76,16.2432
04-12-22,22:52:06,2.96,5.95,17.612
04-12-22,22:53:09,2.86,5.91,16.9026
04-12-22,22:54:11,2.74,5.99,16.4126
04-12-22,22:55:14,3.04,6.12,18.6048
04-12-22,22:56:16,2.82,5.77,16.2714
04-12-22,22:57:19,3.01,6.02,18.1202
04-12-22,22:58:22,2.99,6.06,18.1194
04-12-22,22:59:24,2.91,5.88,17.1108
04-12-22,23:00:28,2.98,6.11,18.2078
04-12-22,23:01:31,2.96,6.21,18.3816
04-12-22,23:02:33,2.87,6.17,17.7079
04-12-22,23:03:36,3.11,5.78,17.9758
04-12-22,23:04:39,3.05,6.16,18.788
04-12-22,23:05:41,2.87,5.9,16.933
04-12-22,23:06:44,3.14,6.16,19.3424
04-12-22,23:07:47,2.8,5.76,16.128
04-12-22,23:08:49,2.78,5.76,16.0128
04-12-22,23:09:52,2.82,6.04,17.0328
04-12-22,23:10:55,2.65,6.18,16.377
04-12-22,23:11:58,2.88,6.18,17.7984
04-12-22,23:13:01,3.02,5.82,17.5764
04-12-22,23:14:03,3.12,6.09,19.0008
04-12-22,23:15:05,3.08,6.07,18.6956
04-12-22,23:16:08,2.8,5.88,16.464
04-12-22,23:17:11,2.92,5.84,17.0528
04-12-22,23:18:13,2.88,5.87,16.9056
04-12-22,23:19:15,2.79,6.22,17.3538
04-12-22,23:20:18,3.13,5.8,18.154
04-12-22,23:21:21,2.84,5.99,17.0116
04-12-22,23:22:24,2.98,6.05,18.029
4/13/2022,23:23:26,3.02,6.1,18.422
4/13/2022,23:24:29,3.12,5.77,18.0024
4/13/2022,23:25:32,2.86,6.04,17.2744
4/13/2022,23:26:35,2.78,6.13,17.0414
4/13/2022,23:27:38,3.02,5.77,17.4254
4/13/2022,23:28:40,2.65,5.8,15.37
4/13/2022,23:29:43,2.72,6.24,16.9728
4/13/2022,23:30:46,3.14,6.23,19.5622
4/13/2022,23:31:49,2.71,5.96,16.1516
4/13/2022,23:32:52,2.74,6,16.44
4/13/2022,23:33:54,2.66,6.15,16.359
4/13/2022,23:34:57,3.17,5.89,18.6713
4/13/2022,23:35:59,2.67,5.82,15.5394
4/13/2022,23:37:02,2.87,6.22,17.8514
4/13/2022,23:38:05,2.91,6.1,17.751
4/13/2022,23:39:08,3.07,5.89,18.0823
4/13/2022,23:40:10,2.99,6.16,18.4184
4/13/2022,23:41:13,3.12,6.15,19.188
4/13/2022,23:42:16,3.06,5.93,18.1458
4/13/2022,23:43:18,3.13,6.1,19.093
4/13/2022,23:44:21,2.73,5.96,16.2708
4/13/2022,23:45:23,3.02,5.91,17.8482
4/13/2022,23:46:26,3.04,5.84,17.7536
4/13/2022,23:47:29,2.73,5.93,16.1889
4/13/2022,23:48:31,3.04,5.96,18.1184
4/13/2022,23:49:34,3.17,6.21,19.6857
4/13/2022,23:50:37,2.7,5.89,15.903
4/13/2022,23:51:39,2.83,5.99,16.9517
4/13/2022,23:52:43,2.81,6.24,17.5344
4/13/2022,23:53:46,2.65,6.13,16.2445
4/13/2022,23:54:48,3.08,6.01,18.5108
4/13/2022,23:55:50,2.65,6.19,16.4035
4/13/2022,23:56:53,3.02,5.79,17.4858
4/13/2022,23:57:55,3.08,6.15,18.942
4/13/2022,23:58:58,2.83,6.16,17.4328
4/13/2022,0:00:01,2.81,6.18,17.3658
4/13/2022,0:01:03,2.76,6.05,16.698
4/13/2022,0:02:06,2.94,5.98,17.5812
4/13/2022,0:03:08,2.88,5.85,16.848
4/13/2022,0:04:11,2.8,5.76,16.128
4/13/2022,0:05:13,2.98,6.02,17.9396
4/13/2022,0:06:16,2.91,5.91,17.1981
4/13/2022,0:07:18,2.8,5.91,16.548
4/13/2022,0:08:21,3.17,6.11,19.3687
4/13/2022,0:09:23,3.16,6.07,19.1812
4/13/2022,0:10:26,3.16,5.87,18.5492
4/13/2022,0:11:28,3.16,6.15,19.434
4/13/2022,0:12:31,2.92,5.78,16.8776
4/13/2022,0:13:33,3.01,6.13,18.4513
4/13/2022,0:14:36,2.96,5.84,17.2864
4/13/2022,0:15:39,3.03,6.09,18.4527
4/13/2022,0:16:42,2.7,6.17,16.659
4/13/2022,0:17:44,2.92,5.98,17.4616
4/13/2022,0:18:46,2.71,6.15,16.6665
4/13/2022,0:19:49,2.74,5.91,16.1934
4/13/2022,0:20:52,3.14,6.02,18.9028
4/13/2022,0:21:54,2.66,5.92,15.7472
4/13/2022,0:22:57,2.79,6.25,17.4375
4/13/2022,0:23:59,3.03,6.08,18.4224
4/13/2022,0:25:02,2.84,6.06,17.2104
4/13/2022,0:26:05,3.15,5.92,18.648
4/13/2022,0:27:07,2.72,6.13,16.6736
4/13/2022,0:28:10,2.74,6.17,16.9058
4/13/2022,0:29:13,3.12,5.9,18.408
4/13/2022,0:30:15,2.83,5.9,16.697
4/13/2022,0:31:18,2.82,6.21,17.5122
4/13/2022,0:32:20,2.76,5.96,16.4496
4/13/2022,0:33:23,3.02,5.79,17.4858
4/13/2022,0:34:25,2.66,5.82,15.4812
4/13/2022,0:35:29,2.82,6.16,17.3712
4/13/2022,0:36:31,2.83,6.13,17.3479
4/13/2022,0:37:34,3.13,6.2,19.406
4/13/2022,0:38:36,3.08,6.03,18.5724
4/13/2022,0:39:39,2.89,6,17.34
4/13/2022,0:40:42,3.17,5.83,18.4811
4/13/2022,0:41:44,3,5.77,17.31
4/13/2022,0:42:46,3.05,5.87,17.9035
4/13/2022,0:43:49,3.08,5.8,17.864
4/13/2022,0:44:52,2.78,6.04,16.7912
4/13/2022,0:45:54,2.81,6.13,17.2253
4/13/2022,0:46:57,3.1,5.96,18.476
4/13/2022,0:47:59,2.82,5.81,16.3842
4/13/2022,0:49:02,3.04,6.16,18.7264
4/13/2022,0:50:04,2.84,5.88,16.6992
4/13/2022,0:51:07,2.95,5.84,17.228
4/13/2022,0:52:09,2.65,6.24,16.536
4/13/2022,0:53:12,2.88,5.91,17.0208
4/13/2022,0:54:14,3.02,6.13,18.5126
4/13/2022,0:55:17,2.87,6.23,17.8801
4/13/2022,0:56:20,2.65,5.88,15.582
4/13/2022,0:57:22,2.8,6.08,17.024
4/13/2022,0:58:25,2.93,6.02,17.6386
4/13/2022,0:59:27,3.11,6.23,19.3753
4/13/2022,1:00:30,2.98,5.92,17.6416
4/13/2022,1:01:32,2.79,5.88,16.4052
4/13/2022,1:02:35,2.83,5.87,16.6121
4/13/2022,1:03:38,2.79,5.79,16.1541
4/13/2022,1:04:41,3.02,5.99,18.0898
4/13/2022,1:05:43,2.95,6.05,17.8475
4/13/2022,1:06:46,2.87,5.87,16.8469
4/13/2022,1:07:49,2.72,6.21,16.8912
4/13/2022,1:08:51,3.14,6.06,19.0284
4/13/2022,1:09:53,2.79,5.93,16.5447
4/13/2022,1:10:57,2.99,6.13,18.3287
4/13/2022,1:11:59,2.74,6.11,16.7414
4/13/2022,1:13:02,2.97,6.17,18.3249
4/13/2022,1:14:04,2.81,6.1,17.141
4/13/2022,1:15:06,3.02,6.11,18.4522
4/13/2022,1:16:09,2.76,5.85,16.146
4/13/2022,1:17:11,2.65,5.8,15.37
4/13/2022,1:18:14,3.14,5.96,18.7144
4/13/2022,1:19:17,3.15,6.09,19.1835
4/13/2022,1:20:19,2.76,6.05,16.698
4/13/2022,1:21:21,2.82,5.83,16.4406
4/13/2022,1:22:24,2.76,5.87,16.2012
4/13/2022,1:23:26,2.88,5.83,16.7904
4/13/2022,1:24:29,2.81,6.05,17.0005
4/13/2022,1:25:31,3.09,5.88,18.1692
4/13/2022,1:26:34,2.79,6.08,16.9632
4/13/2022,1:27:37,2.66,6.03,16.0398
4/13/2022,1:28:39,3.11,5.76,17.9136
4/13/2022,1:29:42,2.88,6.23,17.9424
4/13/2022,1:30:44,3.01,6.12,18.4212
4/13/2022,1:31:47,2.88,5.97,17.1936
4/13/2022,1:32:50,2.82,6.2,17.484
4/13/2022,1:33:53,2.77,5.77,15.9829
4/13/2022,1:34:55,2.99,6.16,18.4184
4/13/2022,1:35:58,2.68,5.89,15.7852
4/13/2022,1:37:00,3.08,6.14,18.9112
4/13/2022,1:38:04,2.78,5.83,16.2074
4/13/2022,1:39:07,2.95,6.02,17.759
4/13/2022,1:40:09,2.95,5.94,17.523
4/13/2022,1:41:12,2.84,5.8,16.472
4/13/2022,1:42:14,2.74,6.24,17.0976
4/13/2022,1:43:19,2.84,5.89,16.7276
4/13/2022,1:44:21,3.15,6.15,19.3725
